player,sport_name,sport_id,market,line,side,american_price,decimal_price,payout_multiplier,selection_header,selection_subheader,updated_at
kinqie,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, kinqie,Lower 13.0 headshots on maps 1+2,2025-08-31T23:06:19Z
Magnojez,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Magnojez,Higher 30.5 kills on maps 1+2,2025-08-31T23:06:07Z
Magnojez,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Magnojez,Lower 30.5 kills on maps 1+2,2025-08-31T23:06:07Z
Magnojez,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Magnojez,Higher 16.5 headshots on maps 1+2,2025-08-31T23:06:07Z
Magnojez,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Magnojez,Lower 16.5 headshots on maps 1+2,2025-08-31T23:06:07Z
Chopper,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Chopper,Higher 21.5 kills on maps 1+2,2025-08-31T23:06:18Z
Chopper,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Chopper,Lower 21.5 kills on maps 1+2,2025-08-31T23:06:18Z
Chopper,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Chopper,Higher 12.0 headshots on maps 1+2,2025-08-31T23:27:36Z
Chopper,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Chopper,Lower 12.0 headshots on maps 1+2,2025-08-31T23:27:36Z
Zont1x,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Zont1x,Higher 25.5 kills on maps 1+2,2025-08-31T23:06:18Z
Zont1x,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Zont1x,Lower 25.5 kills on maps 1+2,2025-08-31T23:06:18Z
Zont1x,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Zont1x,Higher 10.5 headshots on maps 1+2,2025-08-31T23:06:18Z
Zont1x,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Zont1x,Lower 10.5 headshots on maps 1+2,2025-08-31T23:06:18Z
yuurih,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,yuurih,Higher 26.5 kills on maps 1+2,2025-09-01T00:30:30Z
yuurih,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,yuurih,Lower 26.5 kills on maps 1+2,2025-09-01T00:30:30Z
yuurih,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,yuurih,Higher 13.5 headshots on maps 1+2,2025-08-31T23:06:01Z
yuurih,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,yuurih,Lower 13.5 headshots on maps 1+2,2025-08-31T23:06:01Z
AW,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, AW,Higher 28.5 kills on maps 1+2,2025-08-31T23:06:07Z
AW,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, AW,Lower 28.5 kills on maps 1+2,2025-08-31T23:06:07Z
AW,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, AW,Higher 14.5 headshots on maps 1+2,2025-08-31T23:06:07Z
AW,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, AW,Lower 14.5 headshots on maps 1+2,2025-08-31T23:06:07Z
broky,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,broky,Higher 27.0 kills on maps 1+2,2025-08-31T23:27:18Z
broky,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,broky,Lower 27.0 kills on maps 1+2,2025-08-31T23:27:18Z
broky,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,broky,Higher 9.5 headshots on maps 1+2,2025-08-31T14:00:13Z
broky,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,broky,Lower 9.5 headshots on maps 1+2,2025-08-31T14:00:13Z
s1ren,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,s1ren,Higher 27.5 kills on maps 1+2,2025-09-01T01:40:37Z
s1ren,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,s1ren,Lower 27.5 kills on maps 1+2,2025-09-01T01:40:37Z
s1ren,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,s1ren,Higher 15.5 headshots on maps 1+2,2025-08-31T23:06:07Z
s1ren,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,s1ren,Lower 15.5 headshots on maps 1+2,2025-08-31T23:06:07Z
danistzz,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, danistzz,Higher 31.5 kills on maps 1+2,2025-09-01T02:51:22Z
danistzz,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, danistzz,Lower 31.5 kills on maps 1+2,2025-09-01T02:51:22Z
danistzz,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, danistzz,Higher 14.5 headshots on maps 1+2,2025-08-31T23:29:02Z
danistzz,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, danistzz,Lower 14.5 headshots on maps 1+2,2025-08-31T23:29:02Z
Karrigan,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Karrigan,Higher 11.5 headshots on maps 1+2,2025-08-31T23:29:38Z
Karrigan,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Karrigan,Lower 11.5 headshots on maps 1+2,2025-08-31T23:29:38Z
Karrigan,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Karrigan,Higher 22.0 kills on maps 1+2,2025-08-31T14:00:13Z
Karrigan,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Karrigan,Lower 22.0 kills on maps 1+2,2025-08-31T14:00:13Z
YEKINDAR,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, YEKINDAR,Higher 27.5 kills on maps 1+2,2025-08-31T23:06:01Z
YEKINDAR,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, YEKINDAR,Lower 27.5 kills on maps 1+2,2025-08-31T23:06:01Z
YEKINDAR,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, YEKINDAR,Higher 17.5 headshots on maps 1+2,2025-08-31T23:06:01Z
YEKINDAR,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, YEKINDAR,Lower 17.5 headshots on maps 1+2,2025-08-31T23:06:01Z
ragga,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, ragga,Higher 26.5 kills on maps 1+2,2025-09-01T02:16:06Z
ragga,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, ragga,Lower 26.5 kills on maps 1+2,2025-09-01T02:16:06Z
ragga,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, ragga,Higher 13.0 headshots on maps 1+2,2025-09-01T02:16:06Z
ragga,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, ragga,Lower 13.0 headshots on maps 1+2,2025-09-01T02:16:06Z
ArtFr0st,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, ArtFr0st,Higher 31.5 kills on maps 1+2,2025-08-31T23:06:07Z
ArtFr0st,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, ArtFr0st,Lower 31.5 kills on maps 1+2,2025-08-31T23:06:07Z
ArtFr0st,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, ArtFr0st,Higher 8.5 headshots on maps 1+2,2025-08-31T23:06:07Z
ArtFr0st,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, ArtFr0st,Lower 8.5 headshots on maps 1+2,2025-08-31T23:06:07Z
KRiMZ,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,KRiMZ,Higher 26.5 kills on maps 1+2,2025-08-31T23:26:20Z
KRiMZ,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,KRiMZ,Lower 26.5 kills on maps 1+2,2025-08-31T23:26:20Z
KRiMZ,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,KRiMZ,Higher 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
KRiMZ,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,KRiMZ,Lower 11.5 headshots on maps 1+2,2025-08-31T21:45:04Z
dpr,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, dpr,Higher 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
dpr,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, dpr,Lower 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
dpr,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, dpr,Higher 14.5 headshots on maps 1+2,2025-09-01T01:19:45Z
dpr,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, dpr,Lower 14.5 headshots on maps 1+2,2025-09-01T01:19:45Z
xeedo,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,xeedo,Higher 14.5 headshots on maps 1+2,2025-09-01T02:43:01Z
xeedo,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,xeedo,Lower 14.5 headshots on maps 1+2,2025-09-01T02:43:01Z
xeedo,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,xeedo,Higher 30.5 kills on maps 1+2,2025-08-31T22:41:12Z
xeedo,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,xeedo,Lower 30.5 kills on maps 1+2,2025-08-31T22:41:12Z
WolfY,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, WolfY,Higher 28.5 kills on maps 1+2,2025-08-31T23:27:55Z
WolfY,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, WolfY,Lower 28.5 kills on maps 1+2,2025-08-31T23:27:55Z
WolfY,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, WolfY,Higher 11.5 headshots on maps 1+2,2025-08-31T14:00:13Z
WolfY,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, WolfY,Lower 11.5 headshots on maps 1+2,2025-08-31T14:00:13Z
boombl4,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, boombl4,Higher 25.5 kills on maps 1+2,2025-08-31T23:06:07Z
boombl4,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, boombl4,Lower 25.5 kills on maps 1+2,2025-08-31T23:06:07Z
boombl4,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, boombl4,Higher 10.0 headshots on maps 1+2,2025-08-31T23:06:07Z
boombl4,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, boombl4,Lower 10.0 headshots on maps 1+2,2025-08-31T23:06:07Z
Scr0b,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Scr0b,Higher 32.0 kills on maps 1+2,2025-09-01T02:44:15Z
Scr0b,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Scr0b,Lower 32.0 kills on maps 1+2,2025-09-01T02:44:15Z
Scr0b,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Scr0b,Higher 12.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Scr0b,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Scr0b,Lower 12.5 headshots on maps 1+2,2025-08-31T14:00:13Z
gump,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, gump,Higher 30.0 kills on maps 1+2,2025-09-01T00:31:11Z
gump,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, gump,Lower 30.0 kills on maps 1+2,2025-09-01T00:31:11Z
gump,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, gump,Higher 16.0 headshots on maps 1+2,2025-09-01T02:19:07Z
gump,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, gump,Lower 16.0 headshots on maps 1+2,2025-09-01T02:19:07Z
Drox,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Drox,Higher 32.5 kills on maps 1+2,2025-09-01T01:19:45Z
Drox,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Drox,Lower 32.5 kills on maps 1+2,2025-09-01T01:19:45Z
Drox,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Drox,Higher 21.5 headshots on maps 1+2,2025-09-01T01:19:45Z
Drox,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Drox,Lower 21.5 headshots on maps 1+2,2025-09-01T01:19:45Z
ADRON,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, ADRON,Higher 25.5 kills on maps 1+2,2025-09-01T02:16:06Z
ADRON,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, ADRON,Lower 25.5 kills on maps 1+2,2025-09-01T02:16:06Z
ADRON,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, ADRON,Higher 13.5 headshots on maps 1+2,2025-09-01T02:16:06Z
ADRON,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, ADRON,Lower 13.5 headshots on maps 1+2,2025-09-01T02:16:06Z
Mingovi,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Mingovi,Higher 26.5 kills on maps 1+2,2025-09-01T01:19:45Z
Mingovi,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Mingovi,Lower 26.5 kills on maps 1+2,2025-09-01T01:19:45Z
Mingovi,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Mingovi,Higher 11.0 headshots on maps 1+2,2025-09-01T01:19:45Z
Mingovi,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Mingovi,Lower 11.0 headshots on maps 1+2,2025-09-01T01:19:45Z
foggers,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, foggers,Higher 29.5 kills on maps 1+2,2025-08-31T23:28:46Z
foggers,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, foggers,Lower 29.5 kills on maps 1+2,2025-08-31T23:28:46Z
foggers,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, foggers,Higher 16.0 headshots on maps 1+2,2025-08-31T21:45:04Z
foggers,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, foggers,Lower 16.0 headshots on maps 1+2,2025-08-31T21:45:04Z
Crunchy,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Crunchy,Higher 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
Crunchy,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Crunchy,Lower 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
Crunchy,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Crunchy,Higher 18.5 headshots on maps 1+2,2025-09-01T01:19:45Z
Crunchy,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Crunchy,Lower 18.5 headshots on maps 1+2,2025-09-01T01:19:45Z
Re1GN,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Re1GN,Higher 30.5 kills on maps 1+2,2025-08-31T23:28:35Z
Re1GN,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Re1GN,Lower 30.5 kills on maps 1+2,2025-08-31T23:28:35Z
Re1GN,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Re1GN,Higher 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Re1GN,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Re1GN,Lower 17.5 headshots on maps 1+2,2025-08-31T21:45:04Z
Jayy2s,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Jayy2s,Higher 28.5 kills on maps 1+2,2025-09-01T02:15:04Z
Jayy2s,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Jayy2s,Lower 28.5 kills on maps 1+2,2025-09-01T02:15:04Z
Jayy2s,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Jayy2s,Higher 17.0 headshots on maps 1+2,2025-08-31T18:44:35Z
Jayy2s,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Jayy2s,Lower 17.0 headshots on maps 1+2,2025-08-31T18:44:35Z
d1maje,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, d1maje,Higher 30.5 kills on maps 1+2,2025-09-01T02:16:06Z
d1maje,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, d1maje,Lower 30.5 kills on maps 1+2,2025-09-01T02:16:06Z
d1maje,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, d1maje,Higher 18.5 headshots on maps 1+2,2025-09-01T02:16:06Z
d1maje,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, d1maje,Lower 18.5 headshots on maps 1+2,2025-09-01T02:16:06Z
ELFMELK,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, ELFMELK,Higher 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
ELFMELK,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, ELFMELK,Lower 30.5 kills on maps 1+2,2025-09-01T01:19:45Z
ELFMELK,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, ELFMELK,Higher 19.5 headshots on maps 1+2,2025-09-01T01:19:45Z
ELFMELK,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, ELFMELK,Lower 19.5 headshots on maps 1+2,2025-09-01T01:19:45Z
Nathon,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Nathon,Higher 26.5 kills on maps 1+2,2025-09-01T01:19:45Z
Nathon,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Nathon,Lower 26.5 kills on maps 1+2,2025-09-01T01:19:45Z
Nathon,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Nathon,Higher 12.0 headshots on maps 1+2,2025-09-01T01:19:45Z
Nathon,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Nathon,Lower 12.0 headshots on maps 1+2,2025-09-01T01:19:45Z
Rafaxf,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Rafaxf,Higher 30.5 kills on maps 1+2,2025-09-01T02:19:37Z
Rafaxf,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Rafaxf,Lower 30.5 kills on maps 1+2,2025-09-01T02:19:37Z
Rafaxf,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Rafaxf,Higher 11.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Rafaxf,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Rafaxf,Lower 11.5 headshots on maps 1+2,2025-08-31T14:00:13Z
Ciocardau,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,Ciocardau,Higher 27.5 kills on maps 1+2,2025-09-01T02:16:06Z
Ciocardau,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,Ciocardau,Lower 27.5 kills on maps 1+2,2025-09-01T02:16:06Z
Ciocardau,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,Ciocardau,Higher 14.5 headshots on maps 1+2,2025-09-01T02:16:06Z
Ciocardau,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,Ciocardau,Lower 14.5 headshots on maps 1+2,2025-09-01T02:16:06Z
huNter-,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0,huNter-,Higher 25.5 kills on maps 1+2,2025-08-31T23:06:18Z
huNter-,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0,huNter-,Lower 25.5 kills on maps 1+2,2025-08-31T23:06:18Z
huNter-,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0,huNter-,Higher 12.5 headshots on maps 1+2,2025-08-31T23:06:18Z
huNter-,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0,huNter-,Lower 12.5 headshots on maps 1+2,2025-08-31T23:06:18Z
kritik,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, kritik,Higher 28.5 kills on maps 1+2,2025-09-01T02:16:06Z
kritik,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, kritik,Lower 28.5 kills on maps 1+2,2025-09-01T02:16:06Z
kritik,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, kritik,Higher 14.0 headshots on maps 1+2,2025-09-01T02:16:06Z
kritik,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, kritik,Lower 14.0 headshots on maps 1+2,2025-09-01T02:16:06Z
Zccnb666,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, Zccnb666,Higher 28.5 kills on maps 1+2,2025-09-01T01:19:45Z
Zccnb666,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, Zccnb666,Lower 28.5 kills on maps 1+2,2025-09-01T01:19:45Z
Zccnb666,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, Zccnb666,Higher 15.5 headshots on maps 1+2,2025-09-01T01:19:45Z
Zccnb666,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, Zccnb666,Lower 15.5 headshots on maps 1+2,2025-09-01T01:19:45Z
TRIPLUS,CS,CS,headshots_on_maps_1_2,,over,-112.0,1.9,1.0, TRIPLUS,Higher 13.0 headshots on maps 1+2,2025-09-01T02:42:53Z
TRIPLUS,CS,CS,headshots_on_maps_1_2,,under,-112.0,1.9,1.0, TRIPLUS,Lower 13.0 headshots on maps 1+2,2025-09-01T02:42:53Z
TRIPLUS,CS,CS,kills_on_maps_1_2,,over,-112.0,1.9,1.0, TRIPLUS,Higher 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
TRIPLUS,CS,CS,kills_on_maps_1_2,,under,-112.0,1.9,1.0, TRIPLUS,Lower 27.5 kills on maps 1+2,2025-08-31T21:45:04Z
Peach,LOL,LOL,kills_on_maps_1_2_3,,over,-112.0,1.9,1.0,Peach,Higher 8.5 kills on maps 1+2+3,2025-09-01T00:04:05Z
Peach,LOL,LOL,kills_on_maps_1_2_3,,under,-112.0,1.9,1.0,Peach,Lower 8.5 kills on maps 1+2+3,2025-09-01T00:04:05Z
monkaS,LOL,LOL,kills_on_maps_1_2_3,,over,120.0,2.2,1.05, monkaS,Higher 2.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Batuuu,LOL,LOL,kills_on_maps_1_2_3,,over,122.0,2.22,1.06,Batuuu,Higher 3.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Scorth,LOL,LOL,kills_on_maps_1_2_3,,over,-112.0,1.9,1.0,Scorth,Higher 16.5 kills on maps 1+2+3,2025-09-01T01:07:21Z
Scorth,LOL,LOL,kills_on_maps_1_2_3,,under,-112.0,1.9,1.0,Scorth,Lower 16.5 kills on maps 1+2+3,2025-09-01T01:07:21Z
Callme,LOL,LOL,kills_on_maps_1_2_3,,over,-118.0,1.85,1.0,Callme,Higher 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Callme,LOL,LOL,kills_on_maps_1_2_3,,under,-105.0,1.96,1.0,Callme,Lower 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Mihile,LOL,LOL,kills_on_maps_1_2_3,,over,-112.0,1.9,1.0,Mihile,Higher 10.5 kills on maps 1+2+3,2025-09-01T01:44:53Z
Mihile,LOL,LOL,kills_on_maps_1_2_3,,under,-112.0,1.9,1.0,Mihile,Lower 10.5 kills on maps 1+2+3,2025-09-01T01:44:53Z
ToongE,LOL,LOL,kills_on_maps_1_2_3,,over,-108.0,1.93,1.0,ToongE,Higher 14.5 kills on maps 1+2+3,2025-08-31T22:47:38Z
ToongE,LOL,LOL,kills_on_maps_1_2_3,,under,-114.0,1.88,1.0,ToongE,Lower 14.5 kills on maps 1+2+3,2025-08-31T22:47:38Z
Zest,LOL,LOL,kills_on_maps_1_2_3,,over,-103.0,1.98,1.0,Zest,Higher 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Zest,LOL,LOL,kills_on_maps_1_2_3,,under,-121.0,1.83,1.0,Zest,Lower 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Kofte,LOL,LOL,kills_on_maps_1_2_3,,over,-115.0,1.87,1.0,Kofte,Higher 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Kofte,LOL,LOL,kills_on_maps_1_2_3,,under,-107.0,1.94,1.0,Kofte,Lower 10.5 kills on maps 1+2+3,2025-08-30T10:52:08Z
Closer,LOL,LOL,kills_on_maps_1_2_3,,over,-112.0,1.9,1.0,Closer,Higher 10.5 kills on maps 1+2+3,2025-08-31T23:11:35Z
Closer,LOL,LOL,kills_on_maps_1_2_3,,under,-112.0,1.9,1.0,Closer,Lower 10.5 kills on maps 1+2+3,2025-08-31T23:11:35Z
LoL: Hanbyeol,ESPORTS,ESPORTS,kills_in_maps_1_2_3,,over,104.0,2.04,1.03,LoL: Hanbyeol,Higher 9.5 kills in maps 1+2+3,2025-08-30T10:52:00Z
